Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Jun 16 2022 14:35:34,11,6,14,9,0.65,0.861,0.81,0.81,4,1,0.1389,0.1898,0.1898,-0.0509,-0.0167,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Jun 16 2022 14:35:40,33,6,2,1,0.5,0.713,0.808,0.808,1,0,0.7129,0.8077,0.8077,-0.0949,-0.1442,你可以按 [.] 排除一张你不想学习的卡片
Jun 16 2022 14:35:46,118,4,13,13,1.01,0.797,0.868,0.868,4,1,0.203,0.1318,0.1318,0.0713,0.0239,These include each skin_s position_ transparency_ draggability_ active or inactive state_ _snapping_ behavior_ and other general options.
Jun 17 2022 16:08:59,122,2,2,1,0.5,0.885,0.935,0.935,1,0,0.8845,0.9354,0.9354,-0.0509,-0.0927,The way we formulate knowledge in learning has a {{monumental}} impact on memory.
Jun 17 2022 16:09:05,121,2,2,1,0.62,0.881,0.934,0.934,1,0,0.8807,0.9342,0.9342,-0.0535,-0.0971,The way we {{formulate}} knowledge in learning has a monumental impact on memory.
Jun 17 2022 16:09:13,119,3,2,1,0.5,0.822,0.882,0.882,1,0,0.8217,0.8825,0.8825,-0.0607,-0.1035,Each key is an option that {{modifies}} the property identified in the section name
Jun 17 2022 16:09:27,20,7,22,5,0.22,0.625,0.758,0.758,4,1,0.3754,0.242,0.242,0.1335,0.0824,什么时候你会复习一段已经学过的知识？（点击正确答案，并在窗口底部检查 SuperMemo 给出的评分）
Jun 17 2022 16:09:36,28,7,21,9,0.41,0.618,0.755,0.755,3,1,0.3825,0.2454,0.2454,0.1371,0.0861,如果你[.]（点击学习按钮），SuperMemo 能确保你记住 95% 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
Jun 17 2022 16:09:49,117,7,1,3,3.3,0.611,0.751,0.751,1,0,0.611,0.7507,0.7507,-0.1397,-0.1902,When you visit any of our websites_ it may store or {{retrieve}} information on your browser_ mostly in the form of cookies.
Jun 17 2022 16:09:53,33,1,2,3,1.52,0.948,0.894,0.894,3,1,0.0524,0.1062,0.1062,-0.0538,-0.0085,你可以按 [.] 排除一张你不想学习的卡片
Jun 17 2022 16:10:11,30,7,21,9,0.42,0.688,0.747,0.747,4,1,0.3119,0.2527,0.2527,0.0592,0.0334,SuperMemo 会让你复习多少次
Jun 17 2022 16:10:16,29,7,20,17,0.86,0.68,0.744,0.744,3,1,0.3198,0.2563,0.2563,0.0635,0.0366,如果你每天都完成复习（点击学习按钮），SuperMemo 能确保你记住 [.] 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
Jun 17 2022 16:10:26,25,7,2,2,0.92,0.673,0.74,0.74,1,0,0.6729,0.7401,0.7401,-0.0671,-0.0948,在你输入完问题后，你可以按 [.] 移动到答案区继续输入。
Jun 17 2022 16:10:34,16,7,21,10,0.49,0.671,0.736,0.736,3,1,0.3289,0.2638,0.2638,0.0651,0.0386,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  Ctrl+L - [.]要学习的材料（学习）
